3783 24186
0 236.1884746371641 0.0
1 1300.7817877944356 0.0
2 304.4386033433738 394.9921313784805
3 0.0 75.80362811791416
4 393.8235183188023 399.9999999999976
5 1411.1354508263146 75.92976886515534
6 269.92075282981114 200.5163713444313
7 236.1884746371641 111.7999999999996
8 248.15054706565644 399.9999999999976
9 236.1884746371641 250.4381443298985
10 256.40107902530315 399.9999999999976
11 312.78077475530563 126.39873417721626
12 258.1631751353356 119.57327113276008
13 584.4969609168248 399.9999999999976
14 397.3690031585424 100.3657004260092
15 236.1884746371641 104.1502320144388
16 594.8037678174273 399.9999999999976
17 1166.5847585961892 94.30998148562313
18 268.1923375186569 186.01447967974167
19 249.16231234739115 154.7395936052608
20 444.8951532119237 119.66836734693932
21 278.7246886794104 91.33016238013012
22 458.66354525463953 125.7933333333334
23 671.2271499884528 81.88825132548718
24 446.11447965118487 101.75333360969962
25 380.9292888422399 73.83037007282991
26 239.48189629088725 87.58732850124527
27 394.0967595856935 204.5000000000012
28 400.2704576375651 88.82217031797234
29 301.9199056678141 86.07695125971321
30 239.1042150471326 60.1680623029311
31 591.5953880290249 209.50000000000125
32 0.0 97.1703196341345
33 355.67173546486686 399.9999999999976
34 276.35371803315485 85.90320526105683
35 327.6219909784859 204.32113821138225
36 249.7025734294516 88.13194912343162
37 324.73196508772327 123.41304347826156
38 299.91145313024515 91.06309897921994
39 241.47149300768243 221.99203187250885
40 272.3749729384439 204.50000000000125
41 0.0 205.3757575757561
42 408.0210232263637 399.9999999999976
43 236.1884746371641 68.52443106196074
44 236.1884746371641 399.9999999999976
45 236.1884746371641 399.9999999999976
46 374.5558685728917 399.9999999999976
47 589.9889368198652 62.400237224075774
48 236.1884746371641 95.07872092125756
49 241.10448715269004 399.9999999999976
50 236.1884746371641 148.33333333333312
51 238.78495484301368 399.9999999999976
52 323.29330564641367 210.5000000000013
53 258.63103828582484 65.50374889086088
54 239.1236056078883 223.8029556650242
55 239.65889334247072 204.50000000000125
56 636.2163561071638 213.23913043478387
57 892.7004024143373 107.7766611804668
58 258.23505224278125 157.1253181876944
59 1099.8877358335997 250.4587628865996
60 938.260708844518 130.47723496717268
61 497.5436839117959 132.41870858674375
62 259.9137768630591 82.18433728541282
63 243.4194160881632 120.95918367346992
64 526.0708303278296 107.80000000000068
65 390.4592407401937 78.30424471320153
66 273.2212118075817 197.48780487804905
67 405.28988509160985 68.79797979798019
68 236.1884746371641 70.22791604479337
69 242.97265111574364 399.9999999999976
70 124.75658805213736 210.3823529411778
71 1061.9137478357875 92.9364964299809
72 270.0228349808222 213.2677391569923
73 657.3035456764569 73.18708791208815
74 283.4449915487223 83.70354984391751
75 251.25465780402504 104.2619047619044
76 236.1884746371641 78.8976590636255
77 0.0 399.9999999999976
78 0.0 399.9999999999976
79 0.0 399.9999999999976
80 407.8482104674767 399.9999999999976
81 477.3360823847364 118.0556875298264
82 238.7571991566749 81.60385495138131
83 236.1884746371641 203.00000000000128
84 351.57560285314105 399.9999999999976
85 236.1884746371641 203.73613255119776
86 252.28318490031523 399.9999999999976
87 253.5046685238705 242.00000000000057
88 0.0 167.23206751054755
89 381.4425568892028 399.9999999999976
90 241.874486541926 170.96515627896818
91 275.8303848535488 106.50000000000068
92 547.2408179121909 189.6021505376352
93 459.7140143555948 85.54707983127412
94 236.1884746371641 93.62868366517978
95 0.0 399.9999999999976
96 262.3734204213869 399.9999999999976
97 247.42438079477628 180.08452046235502
98 0.0 149.61403508771895
99 251.17421162504064 399.9999999999976
100 208.4167460119596 134.473684210527
101 520.9607766941822 114.15670545063412
102 259.2270382777709 92.51439472950258
103 28.773621244267904 146.50000000000065
104 236.1884746371641 192.8987341772135
105 0.0 399.9999999999976
106 4.704169056322463 399.9999999999976
107 258.09321937543376 215.85714285714403
108 254.00771546200028 266.0000000000013
109 0.0 165.56540084388084
110 0.0 399.9999999999976
111 236.1884746371641 399.9999999999976
112 236.1884746371641 399.9999999999976
113 236.1884746371641 399.9999999999976
114 259.11136817118563 399.9999999999976
115 255.63075476107645 169.46540084388062
116 236.1884746371641 140.35714285714383
117 244.1843602765637 399.9999999999976
118 3.658109819270174 148.77018633540342
119 240.657486297003 207.83333333333465
120 310.83487033853766 141.66666666666654
121 689.5700601275761 71.04910714285732
122 236.1884746371641 113.06689372620454
123 268.5864131933412 399.9999999999976
124 0.0 60.49333333333318
125 236.1884746371641 399.9999999999976
126 238.9293716580805 399.9999999999976
127 238.41830444326936 163.90769230769394
128 259.2605642668673 203.00000000000128
129 236.1884746371641 87.38509316770218
130 295.1431247066363 399.9999999999976
131 0.0 70.08915090128464
132 260.8441678624652 399.9999999999976
133 236.1884746371641 49.55091575091605
134 236.1884746371641 399.9999999999976
135 7.687044132938861 399.9999999999976
136 27.268716037042683 211.9000000000014
137 0.0 70.53246753246853
138 246.87088327725152 399.9999999999976
139 236.1884746371641 156.7647058823525
140 244.47001577353356 399.9999999999976
141 247.47758161022085 237.0000000000008
142 397.9229057892264 91.97368421052674
143 390.9428480539227 120.77966519078166
144 8.179825034621402 99.38789535861824
145 165.02957424864923 218.5000000000013
146 438.8397943148781 76.93474390190197
147 0.0 96.1814151113405
148 259.6871971841604 399.9999999999976
149 0.0 183.05128205128253
150 244.04482806915487 399.9999999999976
151 324.42377128179874 88.79999999999954
152 6.758071436994872 203.11703187250887
153 241.44969528833343 399.9999999999976
154 0.0 147.99999999999974
155 0.0 399.9999999999976
156 321.25069798519405 207.50000000000125
157 236.1884746371641 50.49603174603179
158 57.39809161423357 399.9999999999976
159 452.754552461324 188.34583663759145
160 255.85567152425577 97.7768431942528
161 236.1884746371641 135.59333333333396
162 304.6572429358272 399.9999999999976
163 247.8751776461655 150.94074982122817
164 528.8309078662949 77.19999999999956
165 0.0 88.62156826821621
166 324.4933907049321 399.9999999999976
167 243.6472524442541 107.00016280016315
168 236.1884746371641 143.66666666666643
169 236.1884746371641 399.9999999999976
170 236.1884746371641 399.9999999999976
171 236.1884746371641 399.9999999999976
172 259.9274281185682 399.9999999999976
173 0.0 179.15043485748637
174 2.150086370148834 399.9999999999976
175 319.0388841838337 205.0000000000012
176 270.75767208564747 133.15869853917607
177 296.1519249186501 271.50000000000006
178 236.1884746371641 130.56596921596991
179 307.50347490505345 399.9999999999976
180 0.0 240.6586985391752
181 250.1718067783313 399.9999999999976
182 357.8633064378388 90.00751393534026
183 239.24098135473847 108.29817129905268
184 236.1884746371641 216.93333333333456
185 236.1884746371641 399.9999999999976
186 300.3308461048831 399.9999999999976
187 6.995155504726026 79.90635769459345
188 243.65005242057683 231.500000000001
189 299.91145313024515 221.5000000000012
190 241.5639910882783 327.4920318725084
191 251.0988513986204 399.9999999999976
192 254.6797110459093 86.90625000000043
193 236.1884746371641 187.9062499999994
194 2.850713869037296 399.9999999999976
195 236.1884746371641 204.00000000000128
196 240.8227935599149 399.9999999999976
197 299.91145313024515 215.4259259259272
198 236.1884746371641 327.4920318725084
199 0.0 399.9999999999976
200 236.1884746371641 399.9999999999976
201 314.58110696802044 399.9999999999976
202 310.2404341469193 128.53628957558993
203 238.12180797049743 198.23161520584196
204 262.87696327781293 138.66666666666654
205 542.411412307698 136.410009933032
206 299.91145313024515 122.66142039506556
207 299.91145313024515 327.4920318725084
208 0.0 231.8206033010801
209 334.49266492597815 399.9999999999976
210 478.2935412387432 285.9011227816005
211 324.59155483456715 96.59275601138602
212 236.1884746371641 149.84880105401808
213 274.56223480155126 399.9999999999976
214 0.0 193.6041666666664
215 236.1884746371641 399.9999999999976
216 0.0 399.9999999999976
217 261.37728378975555 399.9999999999976
218 4.908673210065557 52.58333333333346
219 0.0 86.59999999999965
220 8.950613278152526 399.9999999999976
221 0.0 149.33333333333294
222 308.88530161084697 399.9999999999976
223 0.0 178.7420318725091
224 237.1884746371641 399.9999999999976
225 362.7584457680269 399.9999999999976
226 0.0 81.6336283843163
227 362.5914163222664 399.9999999999976
228 306.7296976543102 120.16780054571262
229 236.1884746371641 176.74203187250916
230 236.1884746371641 399.9999999999976
231 0.0 399.9999999999976
232 285.2170542216029 399.9999999999976
233 270.8513091883917 126.94437425319757
234 239.34778940483827 205.9999999999984
235 236.1884746371641 209.5000000000012
236 283.1169902141869 399.9999999999976
237 236.1884746371641 180.9999999999988
238 377.878976386085 399.9999999999976
239 0.0 52.668741439379325
240 398.3119942551976 399.9999999999976
241 0.0 111.0248049817538
242 622.5736758404242 399.9999999999976
243 238.4088384658637 88.00055564811466
244 236.1884746371641 126.02564102564124
245 435.209696542426 399.9999999999976
246 240.0664131120401 137.0313708098702
247 0.0 212.50000000000105
248 0.0 202.50000000000125
249 91.59143086161347 399.9999999999976
250 238.67370987376611 131.51202131202115
251 826.577769694346 211.0000000000011
252 297.41155470633294 126.35660808023655
253 238.4653965170272 174.5757575757577
254 264.6562693907778 204.00000000000125
255 289.695573436309 226.96000000000163
256 421.7703512094544 167.46962233169117
257 236.1884746371641 85.56816444772664
258 236.1884746371641 399.9999999999976
259 236.1884746371641 399.9999999999976
260 73.27001065457466 399.9999999999976
261 450.72647210830354 75.03696535006607
262 34.331993241958514 58.27724746839826
263 519.9284476408508 133.59487179487138
264 242.94654607415904 96.17835375814626
265 236.1884746371641 245.500000000002
266 257.3135373452063 399.9999999999976
267 456.6930206255264 261.0000000000018
268 0.0 79.52648227742147
269 584.9934209207222 399.9999999999976
270 380.56892193286143 59.47464620438086
271 298.17463770621123 64.93114752340068
272 236.1884746371641 75.73333333333345
273 279.9439350411779 399.9999999999976
274 0.0 203.50000000000125
275 34.569197448483585 399.9999999999976
276 279.8628341708134 177.56756335862812
277 367.7251017831492 134.54129325014117
278 712.3272834700582 109.24822662134731
279 513.2736118068142 113.43426691975948
280 239.65889334247072 78.57982439589982
281 0.0 148.73913043478234
282 0.0 399.9999999999976
283 259.44444744358367 399.9999999999976
284 236.1884746371641 140.3823529411772
285 0.0 399.9999999999976
286 359.9676669113598 399.9999999999976
287 220.00963480462087 107.0605897921326
288 335.8562239423372 139.2500000000003
289 14.261889281243503 181.39203187251
290 238.3497107039865 122.17371794871788
291 449.436929313316 205.83333333333456
292 265.60644901646543 69.64256654259894
293 236.1884746371641 69.02352941176461
294 236.1884746371641 399.9999999999976
295 279.20412803778385 399.9999999999976
296 344.39104985023243 60.34458874458908
297 396.95509255555686 86.12102755981287
298 236.1884746371641 70.63335505865945
299 272.2792065241153 399.9999999999976
300 0.0 84.19642857142821
301 0.0 399.9999999999976
302 0.0 399.9999999999976
303 236.1884746371641 399.9999999999976
304 432.6864324115752 399.9999999999976
305 242.0105717640976 117.53420118723903
306 0.0 111.9027777777785
307 668.6757849793894 399.9999999999976
308 22.442563648660997 131.98310153921514
309 613.8045624164073 303.3029556650246
310 246.20430492391165 117.0879451376792
311 25.4242784350518 219.5000000000015
312 236.1884746371641 174.78236331569573
313 275.9074373870031 399.9999999999976
314 0.0 112.45182194616989
315 282.3144467607134 399.9999999999976
316 0.0 71.34733893557444
317 236.1884746371641 399.9999999999976
318 236.1884746371641 399.9999999999976
